"행정구역","2023년10월_계_총인구수","2023년10월_계_연령구간인구수","2023년10월_계_0~4세","2023년10월_계_5~9세","2023년10월_계_10~14세","2023년10월_계_15~19세","2023년10월_계_20~24세","2023년10월_계_25~29세","2023년10월_계_30~34세","2023년10월_계_35~39세","2023년10월_계_40~44세","2023년10월_계_45~49세","2023년10월_계_50~54세","2023년10월_계_55~59세","2023년10월_계_60~64세","2023년10월_계_65~69세","2023년10월_계_70~74세","2023년10월_계_75~79세","2023년10월_계_80~84세","2023년10월_계_85~89세","2023년10월_계_90~94세","2023년10월_계_95~99세","2023년10월_계_100세 이상","2023년10월_남_총인구수","2023년10월_남_연령구간인구수","2023년10월_남_0~4세","2023년10월_남_5~9세","2023년10월_남_10~14세","2023년10월_남_15~19세","2023년10월_남_20~24세","2023년10월_남_25~29세","2023년10월_남_30~34세","2023년10월_남_35~39세","2023년10월_남_40~44세","2023년10월_남_45~49세","2023년10월_남_50~54세","2023년10월_남_55~59세","2023년10월_남_60~64세","2023년10월_남_65~69세","2023년10월_남_70~74세","2023년10월_남_75~79세","2023년10월_남_80~84세","2023년10월_남_85~89세","2023년10월_남_90~94세","2023년10월_남_95~99세","2023년10월_남_100세 이상","2023년10월_여_총인구수","2023년10월_여_연령구간인구수","2023년10월_여_0~4세","2023년10월_여_5~9세","2023년10월_여_10~14세","2023년10월_여_15~19세","2023년10월_여_20~24세","2023년10월_여_25~29세","2023년10월_여_30~34세","2023년10월_여_35~39세","2023년10월_여_40~44세","2023년10월_여_45~49세","2023년10월_여_50~54세","2023년10월_여_55~59세","2023년10월_여_60~64세","2023년10월_여_65~69세","2023년10월_여_70~74세","2023년10월_여_75~79세","2023년10월_여_80~84세","2023년10월_여_85~89세","2023년10월_여_90~94세","2023년10월_여_95~99세","2023년10월_여_100세 이상"
"서울특별시  (1100000000)","9,400,249","9,400,249","215,258","303,252","355,920","380,926","560,731","803,601","776,931","651,281","737,349","688,895","793,761","696,206","714,208","603,841","416,085","318,373","228,280","109,111","36,360","8,409","1,471","4,548,150","4,548,150","110,832","155,105","182,895","194,243","263,138","384,934","389,464","324,772","365,832","339,776","392,247","340,247","342,086","281,725","190,751","141,601","96,979","39,328","10,065","1,800","330","4,852,099","4,852,099","104,426","148,147","173,025","186,683","297,593","418,667","387,467","326,509","371,517","349,119","401,514","355,959","372,122","322,116","225,334","176,772","131,301","69,783","26,295","6,609","1,141"
"서울특별시 종로구 (1111000000)","139,606","139,606","2,370","3,637","4,544","5,237","9,174","12,397","10,800","8,512","9,701","9,563","12,431","11,439","11,462","9,235","6,211","5,269","4,345","2,289","757","197","36","67,466","67,466","1,201","1,821","2,236","2,573","4,162","6,070","5,484","4,169","4,726","4,597","6,178","5,673","5,787","4,597","2,909","2,285","1,805","870","262","51","10","72,140","72,140","1,169","1,816","2,308","2,664","5,012","6,327","5,316","4,343","4,975","4,966","6,253","5,766","5,675","4,638","3,302","2,984","2,540","1,419","495","146","26"
"서울특별시 중구 (1114000000)","121,300","121,300","2,712","2,983","2,865","3,324","6,805","10,760","11,497","9,274","9,057","7,732","9,721","9,349","9,821","8,443","5,793","4,702","3,687","1,868","700","181","26","58,720","58,720","1,372","1,528","1,456","1,637","3,112","4,955","5,726","4,670","4,590","3,974","4,787","4,729","4,946","4,150","2,730","2,022","1,500","598","188","45","5","62,580","62,580","1,340","1,455","1,409","1,687","3,693","5,805","5,771","4,604","4,467","3,758","4,934","4,620","4,875","4,293","3,063","2,680","2,187","1,270","512","136","21"
"서울특별시 용산구 (1117000000)","215,397","215,397","5,176","6,120","6,483","7,302","11,826","18,734","20,868","16,860","16,918","14,749","18,382","16,216","16,353","13,265","8,712","7,010","5,711","3,244","1,159","252","57","103,398","103,398","2,647","3,103","3,300","3,693","5,337","8,747","10,383","8,382","8,444","7,209","8,949","7,984","8,023","6,411","3,983","2,931","2,311","1,123","363","63","12","111,999","111,999","2,529","3,017","3,183","3,609","6,489","9,987","10,485","8,478","8,474","7,540","9,433","8,232","8,330","6,854","4,729","4,079","3,400","2,121","796","189","45"
"서울특별시 성동구 (1120000000)","278,035","278,035","8,013","9,104","8,375","9,593","17,195","24,120","23,859","21,733","22,229","18,905","23,180","21,175","21,562","17,131","11,275","9,018","6,902","3,387","1,015","220","44","134,979","134,979","4,188","4,597","4,210","4,770","8,125","11,934","11,632","10,719","11,298","9,336","11,310","10,532","10,728","8,206","5,197","3,867","2,812","1,172","281","51","14","143,056","143,056","3,825","4,507","4,165","4,823","9,070","12,186","12,227","11,014","10,931","9,569","11,870","10,643","10,834","8,925","6,078","5,151","4,090","2,215","734","169","30"
"서울특별시 광진구 (1121500000)","336,294","336,294","6,352","9,090","11,290","12,681","23,151","36,098","31,513","23,491","24,986","23,426","27,626","25,309","25,281","20,312","13,234","10,193","7,338","3,504","1,103","275","41","161,662","161,662","3,235","4,680","5,775","6,311","10,626","16,896","15,810","11,586","12,165","11,575","13,365","12,360","12,207","9,585","6,097","4,579","3,166","1,259","308","66","11","174,632","174,632","3,117","4,410","5,515","6,370","12,525","19,202","15,703","11,905","12,821","11,851","14,261","12,949","13,074","10,727","7,137","5,614","4,172","2,245","795","209","30"
"서울특별시 동대문구 (1123000000)","341,521","341,521","7,981","10,414","10,872","11,995","25,868","31,234","26,566","22,814","25,735","23,100","27,403","24,910","26,218","22,456","15,638","12,621","9,537","4,461","1,363","277","58","167,569","167,569","3,998","5,334","5,621","5,954","11,469","15,707","13,676","11,751","13,224","11,904","13,807","12,628","12,934","10,778","7,265","5,420","4,000","1,647","385","55","12","173,952","173,952","3,983","5,080","5,251","6,041","14,399","15,527","12,890","11,063","12,511","11,196","13,596","12,282","13,284","11,678","8,373","7,201","5,537","2,814","978","222","46"
"서울특별시 중랑구 (1126000000)","382,390","382,390","8,565","10,728","11,533","12,529","19,704","30,653","31,669","25,961","28,255","25,201","32,038","32,515","34,847","28,457","18,893","14,184","10,213","4,552","1,471","363","59","187,618","187,618","4,311","5,513","5,951","6,385","9,365","14,803","16,038","13,385","14,848","13,005","15,984","15,882","16,973","13,671","8,818","6,272","4,306","1,654","365","78","11","194,772","194,772","4,254","5,215","5,582","6,144","10,339","15,850","15,631","12,576","13,407","12,196","16,054","16,633","17,874","14,786","10,075","7,912","5,907","2,898","1,106","285","48"
"서울특별시 성북구 (1129000000)","426,892","426,892","9,951","14,416","16,575","18,785","31,730","33,297","29,244","27,042","32,459","31,490","38,608","32,057","31,423","26,756","18,502","14,990","11,800","5,543","1,732","435","57","204,851","204,851","5,133","7,342","8,444","9,516","14,274","16,391","14,793","13,388","16,041","15,372","18,998","15,822","14,943","12,399","8,267","6,286","4,859","1,987","498","83","15","222,041","222,041","4,818","7,074","8,131","9,269","17,456","16,906","14,451","13,654","16,418","16,118","19,610","16,235","16,480","14,357","10,235","8,704","6,941","3,556","1,234","352","42"
"서울특별시 강북구 (1130500000)","289,372","289,372","4,651","7,160","9,089","10,235","17,035","21,585","19,048","16,155","19,908","20,276","25,957","24,285","25,860","22,112","16,230","13,438","10,223","4,517","1,264","295","49","140,185","140,185","2,403","3,662","4,742","5,110","7,766","10,714","9,980","8,545","10,461","10,257","12,982","11,860","12,373","10,292","7,107","5,626","4,140","1,725","366","59","15","149,187","149,187","2,248","3,498","4,347","5,125","9,269","10,871","9,068","7,610","9,447","10,019","12,975","12,425","13,487","11,820","9,123","7,812","6,083","2,792","898","236","34"
"서울특별시 도봉구 (1132000000)","307,470","307,470","5,684","8,717","10,613","11,934","16,767","20,876","20,066","17,699","21,516","21,281","27,625","26,413","28,482","24,551","16,168","12,653","9,898","4,574","1,548","342","63","149,132","149,132","2,944","4,501","5,483","6,191","8,275","10,494","10,345","9,054","10,966","10,496","13,302","12,495","13,449","11,570","7,592","5,673","4,155","1,619","423","88","17","158,338","158,338","2,740","4,216","5,130","5,743","8,492","10,382","9,721","8,645","10,550","10,785","14,323","13,918","15,033","12,981","8,576","6,980","5,743","2,955","1,125","254","46"
"서울특별시 노원구 (1135000000)","499,553","499,553","10,757","15,966","21,562","26,077","33,675","33,024","31,916","29,163","36,786","39,161","46,982","39,263","39,511","33,703","22,481","17,000","12,975","6,624","2,304","540","83","239,787","239,787","5,637","8,123","11,190","13,465","16,993","16,801","15,968","14,669","17,720","18,487","22,662","18,940","18,454","15,474","10,193","7,148","5,022","2,109","603","114","15","259,766","259,766","5,120","7,843","10,372","12,612","16,682","16,223","15,948","14,494","19,066","20,674","24,320","20,323","21,057","18,229","12,288","9,852","7,953","4,515","1,701","426","68"
"서울특별시 은평구 (1138000000)","467,124","467,124","10,228","14,343","16,852","18,800","25,848","36,246","35,846","30,472","36,116","34,533","41,349","36,116","37,458","31,325","22,085","17,607","13,350","6,289","1,824","378","59","221,903","221,903","5,282","7,278","8,621","9,635","12,415","16,569","17,382","14,969","18,022","16,861","20,073","17,281","17,568","14,213","9,724","7,528","5,563","2,314","513","75","17","245,221","245,221","4,946","7,065","8,231","9,165","13,433","19,677","18,464","15,503","18,094","17,672","21,276","18,835","19,890","17,112","12,361","10,079","7,787","3,975","1,311","303","42"
"서울특별시 서대문구 (1141000000)","306,927","306,927","7,426","10,346","10,728","11,532","21,738","27,102","23,940","20,901","23,101","21,405","25,961","22,773","22,689","18,661","12,881","10,781","8,810","4,410","1,395","289","58","145,820","145,820","3,849","5,235","5,434","5,700","9,610","13,136","11,830","10,199","11,511","10,477","12,528","11,016","10,810","8,710","5,668","4,514","3,499","1,615","409","57","13","161,107","161,107","3,577","5,111","5,294","5,832","12,128","13,966","12,110","10,702","11,590","10,928","13,433","11,757","11,879","9,951","7,213","6,267","5,311","2,795","986","232","45"
"서울특별시 마포구 (1144000000)","363,953","363,953","8,801","11,989","12,754","13,900","23,546","35,604","34,669","28,985","29,849","27,302","30,923","24,779","23,664","18,759","12,949","10,702","8,627","4,345","1,447","308","51","170,141","170,141","4,550","6,078","6,462","6,849","10,259","15,744","16,319","13,714","14,500","13,164","15,087","12,009","11,362","8,555","5,592","4,343","3,504","1,515","450","77","8","193,812","193,812","4,251","5,911","6,292","7,051","13,287","19,860","18,350","15,271","15,349","14,138","15,836","12,770","12,302","10,204","7,357","6,359","5,123","2,830","997","231","43"
"서울특별시 양천구 (1147000000)","437,199","437,199","9,134","16,473","23,507","24,343","24,406","28,537","27,611","25,762","35,680","37,168","40,619","34,143","34,230","28,589","19,081","13,095","8,638","4,188","1,574","355","66","213,482","213,482","4,771","8,375","12,209","12,707","12,450","14,219","13,977","12,556","16,984","17,882","20,163","16,767","16,490","13,457","9,053","6,002","3,599","1,369","358","80","14","223,717","223,717","4,363","8,098","11,298","11,636","11,956","14,318","13,634","13,206","18,696","19,286","20,456","17,376","17,740","15,132","10,028","7,093","5,039","2,819","1,216","275","52"
"서울특별시 강서구 (1150000000)","563,663","563,663","13,400","18,005","20,538","21,457","29,695","50,113","53,892","42,846","46,040","40,616","43,876","38,919","43,245","37,309","25,302","17,938","11,860","5,842","2,151","538","81","270,136","270,136","6,795","9,179","10,624","10,907","13,771","22,393","26,457","21,818","23,312","20,103","21,793","18,385","20,168","16,930","11,727","8,342","4,878","1,905","540","92","17","293,527","293,527","6,605","8,826","9,914","10,550","15,924","27,720","27,435","21,028","22,728","20,513","22,083","20,534","23,077","20,379","13,575","9,596","6,982","3,937","1,611","446","64"
"서울특별시 구로구 (1153000000)","393,459","393,459","10,188","12,550","14,062","14,294","20,277","30,961","32,889","28,486","30,775","27,946","32,092","29,617","31,505","27,330","19,747","14,554","9,952","4,479","1,381","326","48","192,957","192,957","5,287","6,403","7,091","7,335","9,727","15,010","16,502","14,770","15,803","14,196","16,058","14,533","15,097","12,748","9,162","6,794","4,362","1,634","373","63","9","200,502","200,502","4,901","6,147","6,971","6,959","10,550","15,951","16,387","13,716","14,972","13,750","16,034","15,084","16,408","14,582","10,585","7,760","5,590","2,845","1,008","263","39"
"서울특별시 금천구 (1154500000)","228,274","228,274","4,578","5,504","6,139","6,862","11,851","23,587","22,308","15,582","15,488","14,383","18,469","18,997","20,403","15,978","10,828","8,115","5,735","2,485","792","158","32","114,845","114,845","2,348","2,802","3,118","3,452","5,536","11,558","12,216","8,607","8,466","7,526","9,337","9,483","10,197","7,742","5,113","3,694","2,493","888","227","33","9","113,429","113,429","2,230","2,702","3,021","3,410","6,315","12,029","10,092","6,975","7,022","6,857","9,132","9,514","10,206","8,236","5,715","4,421","3,242","1,597","565","125","23"
"서울특별시 영등포구 (1156000000)","375,276","375,276","10,490","11,947","11,363","11,766","19,722","37,553","39,741","30,940","29,357","24,883","28,820","26,341","26,874","22,359","15,691","12,131","9,002","4,506","1,439","293","58","184,010","184,010","5,377","6,106","5,766","6,143","8,867","17,123","19,849","15,957","15,174","12,722","14,529","13,361","13,381","10,789","7,285","5,483","3,837","1,730","440","75","16","191,266","191,266","5,113","5,841","5,597","5,623","10,855","20,430","19,892","14,983","14,183","12,161","14,291","12,980","13,493","11,570","8,406","6,648","5,165","2,776","999","218","42"
"서울특별시 동작구 (1159000000)","379,640","379,640","8,578","11,760","12,559","13,683","25,828","38,210","33,339","26,589","28,547","26,408","30,293","26,763","27,375","23,305","16,825","13,493","9,561","4,606","1,506","351","61","183,620","183,620","4,457","5,934","6,434","6,989","12,119","18,885","16,954","13,442","14,399","13,106","14,842","12,863","12,846","10,615","7,426","5,835","4,238","1,701","435","82","18","196,020","196,020","4,121","5,826","6,125","6,694","13,709","19,325","16,385","13,147","14,148","13,302","15,451","13,900","14,529","12,690","9,399","7,658","5,323","2,905","1,071","269","43"
"서울특별시 관악구 (1162000000)","483,959","483,959","7,173","9,560","11,287","14,145","36,005","72,534","55,364","33,205","32,552","29,592","34,598","31,046","32,683","27,877","21,109","16,546","11,881","4,955","1,486","306","55","243,673","243,673","3,666","4,989","5,784","7,112","16,073","36,534","31,041","18,435","17,732","15,627","18,093","15,522","15,674","12,831","9,569","7,310","5,290","1,913","414","53","11","240,286","240,286","3,507","4,571","5,503","7,033","19,932","36,000","24,323","14,770","14,820","13,965","16,505","15,524","17,009","15,046","11,540","9,236","6,591","3,042","1,072","253","44"
"서울특별시 서초구 (1165000000)","407,788","407,788","10,441","17,482","22,739","22,098","22,243","27,757","29,112","27,968","36,234","36,206","37,192","27,595","25,526","22,704","16,326","12,558","7,877","3,904","1,394","367","65","194,384","194,384","5,436","8,881","11,590","11,137","10,685","13,184","13,776","12,620","16,527","16,969","18,512","13,603","11,990","10,435","7,348","5,812","3,736","1,605","436","90","12","213,404","213,404","5,005","8,601","11,149","10,961","11,558","14,573","15,336","15,348","19,707","19,237","18,680","13,992","13,536","12,269","8,978","6,746","4,141","2,299","958","277","53"
"서울특별시 강남구 (1168000000)","541,565","541,565","11,971","20,890","30,649","30,908","29,170","38,614","40,826","37,482","49,046","49,411","49,142","35,605","32,485","30,000","21,758","16,498","9,908","4,804","1,817","489","92","258,897","258,897","6,184","10,743","16,088","16,071","14,088","17,878","19,591","16,988","21,858","23,198","24,753","17,628","15,500","13,491","9,796","7,796","4,721","1,879","530","98","18","282,668","282,668","5,787","10,147","14,561","14,837","15,082","20,736","21,235","20,494","27,188","26,213","24,389","17,977","16,985","16,509","11,962","8,702","5,187","2,925","1,287","391","74"
"서울특별시 송파구 (1171000000)","655,300","655,300","17,656","26,033","29,160","28,432","34,494","50,592","55,057","50,059","57,238","49,553","53,641","47,115","48,402","41,589","27,465","18,870","11,545","5,594","2,188","524","93","314,985","314,985","9,104","13,502","14,887","14,495","16,689","23,339","26,345","23,899","27,478","24,230","25,906","22,653","22,812","19,362","13,217","9,124","5,220","2,062","534","111","16","340,315","340,315","8,552","12,531","14,273","13,937","17,805","27,253","28,712","26,160","29,760","25,323","27,735","24,462","25,590","22,227","14,248","9,746","6,325","3,532","1,654","413","77"
"서울특별시 강동구 (1174000000)","458,292","458,292","12,982","18,035","19,782","19,014","22,978","33,413","35,291","33,300","39,776","34,605","36,833","33,466","36,849","31,635","20,901","14,407","8,905","4,141","1,550","350","79","223,930","223,930","6,657","9,396","10,379","10,106","11,345","15,850","17,390","16,480","19,583","17,503","18,249","16,238","17,374","14,714","9,913","6,915","3,963","1,435","364","61","15","234,362","234,362","6,325","8,639","9,403","8,908","11,633","17,563","17,901","16,820","20,193","17,102","18,584","17,228","19,475","16,921","10,988","7,492","4,942","2,706","1,186","289","64"
"부산광역시  (2600000000)","3,298,213","3,298,213","76,198","120,206","134,185","129,689","174,682","205,856","203,448","188,719","251,763","235,183","275,527","263,881","299,244","263,120","185,960","132,019","96,700","44,391","13,945","3,060","437","1,608,156","1,608,156","39,084","61,649","68,900","66,490","89,569","105,955","105,667","96,381","127,240","118,626","136,089","127,320","141,445","123,560","84,868","58,462","38,574","14,415","3,321","473","68","1,690,057","1,690,057","37,114","58,557","65,285","63,199","85,113","99,901","97,781","92,338","124,523","116,557","139,438","136,561","157,799","139,560","101,092","73,557","58,126","29,976","10,624","2,587","369"
"부산광역시 중구 (2611000000)","38,831","38,831","317","584","773","921","2,245","3,214","2,539","1,748","2,172","2,281","3,231","3,123","3,881","3,940","2,917","2,179","1,664","759","256","69","18","18,810","18,810","170","325","386","446","993","1,595","1,383","905","1,189","1,211","1,727","1,584","1,881","1,853","1,274","925","655","231","69","7","1","20,021","20,021","147","259","387","475","1,252","1,619","1,156","843","983","1,070","1,504","1,539","2,000","2,087","1,643","1,254","1,009","528","187","62","17"
"부산광역시 서구 (2614000000)","104,268","104,268","1,930","3,011","3,478","3,593","5,793","6,387","5,521","4,885","6,951","6,685","8,452","8,330","10,105","9,372","7,185","5,405","4,313","2,042","647","168","15","50,129","50,129","1,022","1,565","1,828","1,782","2,748","3,107","2,839","2,476","3,550","3,395","4,357","4,188","4,879","4,356","3,218","2,321","1,636","691","146","20","5","54,139","54,139","908","1,446","1,650","1,811","3,045","3,280","2,682","2,409","3,401","3,290","4,095","4,142","5,226","5,016","3,967","3,084","2,677","1,351","501","148","10"
"부산광역시 동구 (2617000000)","88,008","88,008","1,890","2,113","2,232","2,481","3,761","5,655","6,068","4,963","5,865","5,627","7,218","6,902","8,280","7,856","6,158","4,724","3,797","1,746","539","119","14","42,895","42,895","952","1,105","1,156","1,270","1,821","2,750","3,153","2,644","3,205","3,002","3,823","3,504","3,973","3,689","2,751","1,975","1,416","546","132","23","5","45,113","45,113","938","1,008","1,076","1,211","1,940","2,905","2,915","2,319","2,660","2,625","3,395","3,398","4,307","4,167","3,407","2,749","2,381","1,200","407","96","9"
"부산광역시 영도구 (2620000000)","106,816","106,816","1,705","2,692","3,275","3,443","4,715","5,163","4,980","4,698","6,753","6,942","8,735","8,959","11,221","10,910","8,323","6,433","4,966","2,111","635","137","20","52,462","52,462","835","1,401","1,677","1,752","2,599","2,822","2,710","2,533","3,514","3,636","4,530","4,593","5,458","5,177","3,750","2,719","1,884","703","148","19","2","54,354","54,354","870","1,291","1,598","1,691","2,116","2,341","2,270","2,165","3,239","3,306","4,205","4,366","5,763","5,733","4,573","3,714","3,082","1,408","487","118","18"
"부산광역시 부산진구 (2623000000)","359,329","359,329","8,392","11,216","11,820","12,198","21,264","28,436","27,432","22,530","25,906","23,931","28,559","27,393","31,561","27,636","19,506","14,047","10,825","4,870","1,481","292","34","172,612","172,612","4,274","5,724","5,964","6,180","10,044","13,546","13,886","11,615","13,179","12,124","14,120","13,099","14,711","12,977","8,832","6,079","4,226","1,597","388","40","7","186,717","186,717","4,118","5,492","5,856","6,018","11,220","14,890","13,546","10,915","12,727","11,807","14,439","14,294","16,850","14,659","10,674","7,968","6,599","3,273","1,093","252","27"
"부산광역시 동래구 (2626000000)","271,670","271,670","6,973","11,499","13,239","12,280","13,485","15,245","15,750","15,981","22,586","20,943","23,236","20,593","22,819","20,445","14,658","10,246","7,193","3,225","1,035","212","27","131,356","131,356","3,605","5,887","6,857","6,394","7,004","7,692","8,004","7,975","11,049","10,215","11,414","9,731","10,489","9,354","6,608","4,695","3,007","1,092","250","32","2","140,314","140,314","3,368","5,612","6,382","5,886","6,481","7,553","7,746","8,006","11,537","10,728","11,822","10,862","12,330","11,091","8,050","5,551","4,186","2,133","785","180","25"
"부산광역시 남구 (2629000000)","254,455","254,455","5,042","9,169","11,015","11,086","16,940","15,462","13,673","12,887","19,066","18,921","21,983","19,275","21,345","19,867","14,836","10,924","8,093","3,572","1,047","221","31","124,031","124,031","2,550","4,734","5,633","5,725","8,632","8,455","7,166","6,535","9,484","9,485","10,980","9,417","9,890","9,050","6,623","4,768","3,371","1,234","263","30","6","130,424","130,424","2,492","4,435","5,382","5,361","8,308","7,007","6,507","6,352","9,582","9,436","11,003","9,858","11,455","10,817","8,213","6,156","4,722","2,338","784","191","25"
"부산광역시 북구 (2632000000)","274,481","274,481","6,565","9,662","10,613","10,790","13,786","16,762","17,356","15,251","19,053","18,244","23,480","25,559","28,822","22,721","14,587","9,672","7,032","3,248","1,007","230","41","135,020","135,020","3,396","4,972","5,471","5,619","7,399","8,852","9,212","7,936","9,709","9,168","11,008","11,907","14,044","11,059","6,942","4,346","2,762","975","199","42","2","139,461","139,461","3,169","4,690","5,142","5,171","6,387","7,910","8,144","7,315","9,344","9,076","12,472","13,652","14,778","11,662","7,645","5,326","4,270","2,273","808","188","39"
"부산광역시 해운대구 (2635000000)","381,466","381,466","8,601","14,806","17,906","17,676","19,465","21,392","20,969","20,896","29,738","30,106","35,460","31,787","33,505","28,464","19,519","13,800","10,244","5,057","1,641","376","58","182,767","182,767","4,423","7,557","9,313","9,052","10,334","10,919","10,575","10,131","14,133","14,429","16,879","14,961","15,791","13,384","8,774","6,111","3,921","1,617","389","62","12","198,699","198,699","4,178","7,249","8,593","8,624","9,131","10,473","10,394","10,765","15,605","15,677","18,581","16,826","17,714","15,080","10,745","7,689","6,323","3,440","1,252","314","46"
"부산광역시 사하구 (2638000000)","298,815","298,815","6,052","9,821","11,715","12,001","16,335","17,914","17,029","15,933","21,867","20,989","25,688","25,515","29,450","25,612","17,463","11,939","8,243","3,777","1,136","298","38","148,309","148,309","3,136","5,074","5,985","6,114","8,831","9,636","9,095","8,456","11,413","10,687","12,790","12,463","14,049","12,231","8,256","5,334","3,282","1,178","246","48","5","150,506","150,506","2,916","4,747","5,730","5,887","7,504","8,278","7,934","7,477","10,454","10,302","12,898","13,052","15,401","13,381","9,207","6,605","4,961","2,599","890","250","33"
"부산광역시 금정구 (2641000000)","216,770","216,770","3,628","6,447","7,768","8,382","14,375","14,294","11,760","10,350","14,345","14,185","17,825","18,373","21,266","18,521","13,614","9,693","7,171","3,422","1,091","225","35","105,792","105,792","1,832","3,318","3,994","4,257","7,452","8,080","6,384","5,397","7,168","7,126","8,587","8,757","9,905","8,647","6,142","4,323","2,971","1,136","267","43","6","110,978","110,978","1,796","3,129","3,774","4,125","6,923","6,214","5,376","4,953","7,177","7,059","9,238","9,616","11,361","9,874","7,472","5,370","4,200","2,286","824","182","29"
"부산광역시 강서구 (2644000000)","142,777","142,777","6,686","10,825","9,322","5,531","4,628","6,809","10,294","13,261","17,254","11,407","9,174","8,060","9,524","8,232","5,068","3,015","2,176","1,028","401","75","7","74,003","74,003","3,510","5,517","4,769","2,814","2,507","3,791","5,303","6,664","9,243","6,508","5,037","4,088","4,739","4,170","2,568","1,515","871","294","77","16","2","68,774","68,774","3,176","5,308","4,553","2,717","2,121","3,018","4,991","6,597","8,011","4,899","4,137","3,972","4,785","4,062","2,500","1,500","1,305","734","324","59","5"
"부산광역시 연제구 (2647000000)","203,004","203,004","4,891","7,253","7,980","7,931","10,089","12,814","13,373","12,049","15,809","14,564","16,873","15,964","17,699","16,102","11,660","8,243","6,082","2,662","797","149","20","97,058","97,058","2,434","3,718","4,006","4,056","5,154","6,234","6,708","6,106","7,866","7,083","8,081","7,535","8,027","7,408","5,240","3,657","2,563","961","195","23","3","105,946","105,946","2,457","3,535","3,974","3,875","4,935","6,580","6,665","5,943","7,943","7,481","8,792","8,429","9,672","8,694","6,420","4,586","3,519","1,701","602","126","17"
"부산광역시 수영구 (2650000000)","174,994","174,994","3,864","5,290","5,661","5,855","8,751","13,700","13,136","10,522","12,781","11,669","13,892","12,809","14,828","14,271","10,622","8,012","5,657","2,589","862","198","25","82,136","82,136","1,949","2,686","2,984","2,968","4,092","6,485","6,639","5,273","6,311","5,712","6,566","5,940","6,471","6,273","4,676","3,539","2,394","897","240","34","7","92,858","92,858","1,915","2,604","2,677","2,887","4,659","7,215","6,497","5,249","6,470","5,957","7,326","6,869","8,357","7,998","5,946","4,473","3,263","1,692","622","164","18"
"부산광역시 사상구 (2653000000)","203,445","203,445","3,789","5,807","6,779","7,089","11,234","13,959","13,310","10,743","13,656","13,072","16,949","19,397","22,389","17,895","11,723","7,647","5,001","2,208","657","117","24","102,097","102,097","1,956","2,991","3,443","3,669","5,806","7,375","7,273","5,838","7,229","6,850","8,519","9,556","11,163","8,740","5,516","3,436","1,959","625","139","13","1","101,348","101,348","1,833","2,816","3,336","3,420","5,428","6,584","6,037","4,905","6,427","6,222","8,430","9,841","11,226","9,155","6,207","4,211","3,042","1,583","518","104","23"
"부산광역시 기장군 (2671000000)","179,084","179,084","5,873","10,011","10,609","8,432","7,816","8,650","10,258","12,022","17,961","15,617","14,772","11,842","12,549","11,276","8,121","6,040","4,243","2,075","713","174","30","88,679","88,679","3,040","5,075","5,434","4,392","4,153","4,616","5,337","5,897","8,998","7,995","7,671","5,997","5,975","5,192","3,698","2,719","1,656","638","173","21","2","90,405","90,405","2,833","4,936","5,175","4,040","3,663","4,034","4,921","6,125","8,963","7,622","7,101","5,845","6,574","6,084","4,423","3,321","2,587","1,437","540","153","28"
"대구광역시  (2700000000)","2,376,978","2,376,978","58,084","93,435","106,531","108,271","134,939","149,735","145,843","134,506","178,368","179,739","214,359","204,235","206,489","159,095","115,213","79,214","64,139","32,287","10,290","1,949","257","1,168,087","1,168,087","29,897","47,746","54,734","56,204","71,256","78,966","78,523","70,740","88,415","88,837","104,758","99,692","99,437","75,489","51,899","33,679","24,576","10,359","2,509","337","34","1,208,891","1,208,891","28,187","45,689","51,797","52,067","63,683","70,769","67,320","63,766","89,953","90,902","109,601","104,543","107,052","83,606","63,314","45,535","39,563","21,928","7,781","1,612","223"
"대구광역시 중구 (2711000000)","87,387","87,387","2,994","3,544","3,023","3,086","5,205","7,348","7,537","6,531","6,830","5,876","6,703","5,867","5,884","5,116","4,020","3,326","2,619","1,314","442","105","17","41,785","41,785","1,525","1,790","1,543","1,512","2,348","3,462","3,841","3,449","3,528","2,891","3,282","2,870","2,779","2,322","1,663","1,349","1,047","430","125","27","2","45,602","45,602","1,469","1,754","1,480","1,574","2,857","3,886","3,696","3,082","3,302","2,985","3,421","2,997","3,105","2,794","2,357","1,977","1,572","884","317","78","15"
"대구광역시 동구 (2714000000)","342,627","342,627","9,239","12,984","13,359","12,836","16,471","21,008","22,793","20,822","25,862","24,316","28,448","28,112","30,186","25,431","19,184","13,516","10,849","5,286","1,570","314","41","167,902","167,902","4,709","6,583","6,918","6,731","8,725","10,897","12,226","11,110","13,257","12,432","14,138","13,581","14,123","11,727","8,619","5,749","4,211","1,706","396","58","6","174,725","174,725","4,530","6,401","6,441","6,105","7,746","10,111","10,567","9,712","12,605","11,884","14,310","14,531","16,063","13,704","10,565","7,767","6,638","3,580","1,174","256","35"
"대구광역시 서구 (2717000000)","161,149","161,149","2,399","3,894","4,505","4,994","7,259","9,883","9,780","7,720","9,676","10,220","13,906","16,251","18,290","14,503","11,013","7,370","5,817","2,731","765","154","19","80,039","80,039","1,293","1,999","2,223","2,585","3,911","5,288","5,624","4,414","5,207","5,494","7,106","8,126","8,838","6,716","4,918","3,032","2,219","857","165","21","3","81,110","81,110","1,106","1,895","2,282","2,409","3,348","4,595","4,156","3,306","4,469","4,726","6,800","8,125","9,452","7,787","6,095","4,338","3,598","1,874","600","133","16"
