"행정구역","2025년10월_계_총인구수","2025년10월_계_연령구간인구수","2025년10월_계_0~9세","2025년10월_계_10~19세","2025년10월_계_20~29세","2025년10월_계_30~39세","2025년10월_계_40~49세","2025년10월_계_50~59세","2025년10월_계_60~69세","2025년10월_계_70~79세","2025년10월_계_80~89세","2025년10월_계_90~99세","2025년10월_계_100세 이상","2025년10월_남_총인구수","2025년10월_남_연령구간인구수","2025년10월_남_0~9세","2025년10월_남_10~19세","2025년10월_남_20~29세","2025년10월_남_30~39세","2025년10월_남_40~49세","2025년10월_남_50~59세","2025년10월_남_60~69세","2025년10월_남_70~79세","2025년10월_남_80~89세","2025년10월_남_90~99세","2025년10월_남_100세 이상","2025년10월_여_총인구수","2025년10월_여_연령구간인구수","2025년10월_여_0~9세","2025년10월_여_10~19세","2025년10월_여_20~29세","2025년10월_여_30~39세","2025년10월_여_40~49세","2025년10월_여_50~59세","2025년10월_여_60~69세","2025년10월_여_70~79세","2025년10월_여_80~89세","2025년10월_여_90~99세","2025년10월_여_100세 이상"
"충청북도 청주시 흥덕구 (4311300000)","292,285","292,285","23,232","27,905","36,943","50,047","46,085","46,794","36,470","16,338","7,142","1,302","27","149,134","149,134","11,884","14,343","19,834","27,348","23,893","23,364","17,951","7,659","2,544","311","3","143,151","143,151","11,348","13,562","17,109","22,699","22,192","23,430","18,519","8,679","4,598","991","24"
"충청북도 청주시 흥덕구 오송읍(4311325000)","47,875","47,875","5,034","3,955","5,924","11,460","7,631","6,383","4,532","1,888","894","172","2","24,088","24,088","2,559","2,031","2,845","6,094","4,007","3,116","2,195","869","335","37","0","23,787","23,787","2,475","1,924","3,079","5,366","3,624","3,267","2,337","1,019","559","135","2"
"충청북도 청주시 흥덕구 강내면(4311331000)","10,684","10,684","489","936","1,350","1,104","1,394","1,869","1,961","994","480","104","3","5,518","5,518","241","486","728","637","717","974","1,036","511","167","21","0","5,166","5,166","248","450","622","467","677","895","925","483","313","83","3"
"충청북도 청주시 흥덕구 옥산면(4311332000)","16,822","16,822","1,635","1,404","1,274","2,640","2,745","2,603","2,589","1,234","588","109","1","8,594","8,594","829","721","709","1,339","1,485","1,342","1,316","629","195","29","0","8,228","8,228","806","683","565","1,301","1,260","1,261","1,273","605","393","80","1"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","13,646","13,646","469","1,050","1,495","1,420","1,680","2,663","2,709","1,374","654","128","4","6,695","6,695","240","548","824","774","875","1,293","1,264","630","216","29","2","6,951","6,951","229","502","671","646","805","1,370","1,445","744","438","99","2"
"충청북도 청주시 흥덕구 복대1동(4311374100)","50,664","50,664","4,601","6,457","5,928","8,148","9,623","8,439","4,661","1,885","789","130","3","26,131","26,131","2,379","3,308","3,340","4,414","4,821","4,347","2,322","870","301","29","0","24,533","24,533","2,222","3,149","2,588","3,734","4,802","4,092","2,339","1,015","488","101","3"
"충청북도 청주시 흥덕구 복대2동(4311374200)","15,151","15,151","391","846","3,100","2,029","1,608","2,420","2,588","1,441","639","87","2","7,931","7,931","180","428","1,814","1,292","883","1,192","1,254","631","238","19","0","7,220","7,220","211","418","1,286","737","725","1,228","1,334","810","401","68","2"
"충청북도 청주시 흥덕구 가경동(4311374700)","53,505","53,505","3,833","6,161","6,198","6,682","8,435","10,038","7,693","3,082","1,167","212","4","26,125","26,125","1,938","3,173","3,309","3,458","4,030","4,678","3,650","1,412","423","54","0","27,380","27,380","1,895","2,988","2,889","3,224","4,405","5,360","4,043","1,670","744","158","4"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","12,876","12,876","883","697","1,937","2,916","1,716","1,870","1,650","867","297","42","1","6,864","6,864","485","371","1,015","1,657","990","972","819","415","126","14","0","6,012","6,012","398","326","922","1,259","726","898","831","452","171","28","1"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","23,232","23,232","1,066","1,933","3,492","4,197","3,463","3,962","3,158","1,320","556","84","1","12,620","12,620","570","990","1,943","2,579","1,961","2,125","1,606","632","192","21","1","10,612","10,612","496","943","1,549","1,618","1,502","1,837","1,552","688","364","63","0"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","30,362","30,362","2,001","2,646","4,468","5,206","4,518","4,903","3,818","1,797","831","168","6","15,352","15,352","1,034","1,324","2,233","2,892","2,319","2,495","1,899","836","282","38","0","15,010","15,010","967","1,322","2,235","2,314","2,199","2,408","1,919","961","549","130","6"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","17,468","17,468","2,830","1,820","1,777","4,245","3,272","1,644","1,111","456","247","66","0","9,216","9,216","1,429","963","1,074","2,212","1,805","830","590","224","69","20","0","8,252","8,252","1,401","857","703","2,033","1,467","814","521","232","178","46","0"
"충청북도 청주시 청원구 (4311400000)","187,938","187,938","13,113","20,021","22,238","27,024","31,264","29,297","24,588","12,642","6,572","1,156","23","96,936","96,936","6,799","10,211","12,252","15,331","16,468","15,163","12,262","5,871","2,312","263","4","91,002","91,002","6,314","9,810","9,986","11,693","14,796","14,134","12,326","6,771","4,260","893","19"
"충청북도 청주시 청원구 내수읍(4311425000)","18,868","18,868","835","1,608","2,038","1,855","2,452","3,671","3,508","1,709","991","195","6","9,795","9,795","418","861","1,221","1,071","1,300","1,943","1,823","801","318","39","0","9,073","9,073","417","747","817","784","1,152","1,728","1,685","908","673","156","6"
"충청북도 청주시 청원구 오창읍(4311425300)","68,143","68,143","6,858","8,739","6,972","12,595","13,889","9,163","5,684","2,734","1,243","264","2","36,374","36,374","3,551","4,442","3,955","7,218","7,464","4,997","2,906","1,322","465","52","2","31,769","31,769","3,307","4,297","3,017","5,377","6,425","4,166","2,778","1,412","778","212","0"
"충청북도 청주시 청원구 북이면(4311431000)","4,033","4,033","57","123","201","240","307","647","1,131","727","496","103","1","2,155","2,155","32","61","131","158","202","396","642","349","162","22","0","1,878","1,878","25","62","70","82","105","251","489","378","334","81","1"
"충청북도 청주시 청원구 우암동(4311451000)","12,098","12,098","345","733","2,277","1,429","1,276","1,784","2,008","1,337","797","111","1","6,093","6,093","174","359","1,163","818","709","993","974","591","284","27","1","6,005","6,005","171","374","1,114","611","567","791","1,034","746","513","84","0"
"충청북도 청주시 청원구 내덕1동(4311452000)","7,666","7,666","185","423","789","708","840","1,379","1,576","1,055","615","94","2","3,883","3,883","83","212","450","444","481","742","749","466","232","24","0","3,783","3,783","102","211","339","264","359","637","827","589","383","70","2"
"충청북도 청주시 청원구 내덕2동(4311453000)","12,806","12,806","609","1,017","1,942","1,508","1,682","2,118","2,041","1,187","633","66","3","6,566","6,566","322","519","1,031","888","918","1,075","1,001","543","251","18","0","6,240","6,240","287","498","911","620","764","1,043","1,040","644","382","48","3"
"충청북도 청주시 청원구 율량.사천동(4311454000)","46,769","46,769","2,727","4,754","6,378","6,546","7,300","7,997","6,638","2,909","1,283","232","5","23,437","23,437","1,430","2,456","3,435","3,690","3,674","3,731","3,170","1,356","431","63","1","23,332","23,332","1,297","2,298","2,943","2,856","3,626","4,266","3,468","1,553","852","169","4"
"충청북도 청주시 청원구 오근장동(4311455000)","17,555","17,555","1,497","2,624","1,641","2,143","3,518","2,538","2,002","984","514","91","3","8,633","8,633","789","1,301","866","1,044","1,720","1,286","997","443","169","18","0","8,922","8,922","708","1,323","775","1,099","1,798","1,252","1,005","541","345","73","3"
"충청북도 충주시 (4313000000)","207,018","207,018","10,949","17,379","20,345","22,613","27,461","36,246","37,836","20,565","11,512","2,063","49","104,949","104,949","5,641","8,923","11,557","12,782","14,183","18,456","19,150","9,572","4,211","462","12","102,069","102,069","5,308","8,456","8,788","9,831","13,278","17,790","18,686","10,993","7,301","1,601","37"
"충청북도 충주시 주덕읍(4313025000)","9,924","9,924","716","499","876","1,567","1,315","1,749","1,811","813","475","101","2","5,114","5,114","370","274","484","904","711","869","931","386","164","21","0","4,810","4,810","346","225","392","663","604","880","880","427","311","80","2"
"충청북도 충주시 살미면(4313031000)","1,873","1,873","33","34","58","80","98","287","634","387","213","43","6","956","956","15","21","34","42","59","157","335","191","92","7","3","917","917","18","13","24","38","39","130","299","196","121","36","3"
"충청북도 충주시 수안보면(4313032500)","2,709","2,709","40","78","123","135","177","403","868","523","304","57","1","1,360","1,360","20","40","71","77","107","220","448","263","106","7","1","1,349","1,349","20","38","52","58","70","183","420","260","198","50","0"
"충청북도 충주시 대소원면(4313033500)","9,696","9,696","553","476","1,574","1,496","1,229","1,456","1,637","763","416","93","3","5,595","5,595","298","263","1,047","947","739","831","902","394","152","22","0","4,101","4,101","255","213","527","549","490","625","735","369","264","71","3"
"충청북도 충주시 신니면(4313035000)","2,657","2,657","21","57","96","112","156","435","825","516","367","70","2","1,375","1,375","10","24","66","67","99","257","450","246","139","16","1","1,282","1,282","11","33","30","45","57","178","375","270","228","54","1"
"충청북도 충주시 노은면(4313036000)","2,126","2,126","18","62","77","65","124","300","665","476","289","49","1","1,089","1,089","13","38","47","37","87","169","336","248","101","13","0","1,037","1,037","5","24","30","28","37","131","329","228","188","36","1"
"충청북도 충주시 앙성면(4313037000)","3,783","3,783","38","91","162","159","215","673","1,184","749","411","98","3","1,962","1,962","22","59","94","108","121","366","630","378","164","19","1","1,821","1,821","16","32","68","51","94","307","554","371","247","79","2"
"충청북도 충주시 중앙탑면(4313038500)","14,401","14,401","1,757","1,540","1,124","3,049","2,619","1,771","1,439","681","342","79","0","7,437","7,437","911","747","609","1,668","1,421","880","721","336","129","15","0","6,964","6,964","846","793","515","1,381","1,198","891","718","345","213","64","0"
"충청북도 충주시 금가면(4313039000)","3,814","3,814","217","220","667","474","387","522","654","385","239","49","0","2,096","2,096","108","102","459","286","221","289","337","189","92","13","0","1,718","1,718","109","118","208","188","166","233","317","196","147","36","0"
"충청북도 충주시 동량면(4313040000)","3,355","3,355","83","107","167","166","199","580","946","599","410","94","4","1,737","1,737","29","65","94","100","121","327","516","306","152","26","1","1,618","1,618","54","42","73","66","78","253","430","293","258","68","3"
"충청북도 충주시 산척면(4313041000)","2,146","2,146","22","60","87","93","141","338","644","408","275","78","0","1,117","1,117","11","34","52","68","84","186","353","201","107","21","0","1,029","1,029","11","26","35","25","57","152","291","207","168","57","0"
"충청북도 충주시 엄정면(4313042000)","2,935","2,935","40","109","106","125","177","433","910","563","376","95","1","1,504","1,504","24","72","61","73","106","233","482","293","135","25","0","1,431","1,431","16","37","45","52","71","200","428","270","241","70","1"
"충청북도 충주시 소태면(4313043000)","1,824","1,824","32","70","57","61","117","265","583","348","242","49","0","949","949","19","37","32","37","59","156","316","178","98","17","0","875","875","13","33","25","24","58","109","267","170","144","32","0"
"충청북도 충주시 성내.충인동(4313051500)","2,391","2,391","75","132","192","168","245","425","481","377","250","46","0","1,174","1,174","33","63","109","97","128","236","247","154","93","14","0","1,217","1,217","42","69","83","71","117","189","234","223","157","32","0"
"충청북도 충주시 교현.안림동(4313053500)","21,673","21,673","1,084","2,121","2,079","1,936","3,038","4,064","3,941","2,039","1,162","203","6","10,684","10,684","543","1,094","1,176","1,053","1,492","2,005","1,960","932","389","39","1","10,989","10,989","541","1,027","903","883","1,546","2,059","1,981","1,107","773","164","5"
"충청북도 충주시 교현2동(4313054000)","6,014","6,014","163","391","592","512","667","1,034","1,198","883","486","87","1","2,975","2,975","82","193","302","307","366","534","615","382","175","19","0","3,039","3,039","81","198","290","205","301","500","583","501","311","68","1"
"충청북도 충주시 용산동(4313055000)","13,675","13,675","688","1,753","1,358","1,219","2,213","2,653","2,062","1,048","604","73","4","6,677","6,677","344","924","788","632","1,042","1,258","990","454","227","17","1","6,998","6,998","344","829","570","587","1,171","1,395","1,072","594","377","56","3"
"충청북도 충주시 지현동(4313056000)","4,780","4,780","144","401","445","369","575","852","947","609","391","46","1","2,380","2,380","77","206","258","195","291","447","473","265","158","10","0","2,400","2,400","67","195","187","174","284","405","474","344","233","36","1"
"충청북도 충주시 문화동(4313057100)","8,521","8,521","200","514","738","671","916","1,535","1,826","1,343","668","108","2","4,294","4,294","103","260","426","390","492","812","911","604","267","29","0","4,227","4,227","97","254","312","281","424","723","915","739","401","79","2"
"충청북도 충주시 호암.직동(4313058000)","22,041","22,041","2,044","2,741","2,325","3,421","3,953","3,476","2,481","1,067","460","73","0","10,974","10,974","1,056","1,403","1,208","1,764","1,940","1,739","1,220","469","166","9","0","11,067","11,067","988","1,338","1,117","1,657","2,013","1,737","1,261","598","294","64","0"
"충청북도 충주시 달천동(4313060500)","4,094","4,094","48","128","839","251","330","658","948","492","339","61","0","2,183","2,183","26","66","389","177","210","406","534","241","121","13","0","1,911","1,911","22","62","450","74","120","252","414","251","218","48","0"
"충청북도 충주시 봉방동(4313061000)","9,056","9,056","361","652","946","937","1,127","1,736","1,731","1,033","473","58","2","4,707","4,707","196","316","536","572","620","942","851","475","185","13","1","4,349","4,349","165","336","410","365","507","794","880","558","288","45","1"
"충청북도 충주시 칠금.금릉동(4313062500)","13,324","13,324","631","1,377","1,437","1,284","1,765","2,790","2,306","1,063","594","74","3","6,528","6,528","335","689","788","729","826","1,364","1,109","466","201","20","1","6,796","6,796","296","688","649","555","939","1,426","1,197","597","393","54","2"
"충청북도 충주시 연수동(4313063000)","34,142","34,142","1,616","3,176","3,619","3,624","4,802","6,582","6,073","2,939","1,482","222","7","16,894","16,894","824","1,625","2,070","2,090","2,377","3,125","2,929","1,297","510","46","1","17,248","17,248","792","1,551","1,549","1,534","2,425","3,457","3,144","1,642","972","176","6"
"충청북도 충주시 목행.용탄동(4313064000)","6,064","6,064","325","590","601","639","876","1,229","1,042","461","244","57","0","3,188","3,188","172","308","357","362","464","648","554","224","88","11","0","2,876","2,876","153","282","244","277","412","581","488","237","156","46","0"
"충청북도 제천시 (4315000000)","128,152","128,152","6,133","10,813","12,861","11,291","15,280","22,561","25,295","14,916","7,763","1,201","38","64,656","64,656","3,262","5,494","7,170","6,261","7,906","11,570","12,694","7,128","2,904","263","4","63,496","63,496","2,871","5,319","5,691","5,030","7,374","10,991","12,601","7,788","4,859","938","34"
"충청북도 제천시 봉양읍(4315025000)","6,485","6,485","163","276","336","380","480","1,146","1,839","1,118","619","127","1","3,305","3,305","87","144","187","215","279","603","962","563","239","26","0","3,180","3,180","76","132","149","165","201","543","877","555","380","101","1"
"충청북도 제천시 금성면(4315031000)","1,719","1,719","14","65","72","77","109","251","543","336","208","43","1","933","933","8","43","45","51","66","147","296","191","79","7","0","786","786","6","22","27","26","43","104","247","145","129","36","1"
"충청북도 제천시 청풍면(4315032000)","1,250","1,250","22","39","39","57","72","217","404","242","134","24","0","658","658","12","26","20","39","42","106","230","129","49","5","0","592","592","10","13","19","18","30","111","174","113","85","19","0"
"충청북도 제천시 수산면(4315033000)","1,960","1,960","25","48","45","63","94","310","679","414","246","35","1","1,039","1,039","15","26","27","36","57","168","385","228","92","4","1","921","921","10","22","18","27","37","142","294","186","154","31","0"
"충청북도 제천시 덕산면(4315034000)","2,048","2,048","45","153","68","58","131","293","591","447","220","42","0","1,044","1,044","22","85","37","32","66","166","315","233","78","10","0","1,004","1,004","23","68","31","26","65","127","276","214","142","32","0"
"충청북도 제천시 한수면(4315035000)","649","649","11","23","27","25","60","107","195","122","65","14","0","332","332","6","11","19","16","37","66","95","62","17","3","0","317","317","5","12","8","9","23","41","100","60","48","11","0"
"충청북도 제천시 백운면(4315036000)","3,316","3,316","59","128","116","133","186","510","1,054","680","373","73","4","1,727","1,727","33","67","73","84","105","273","562","370","143","16","1","1,589","1,589","26","61","43","49","81","237","492","310","230","57","3"
"충청북도 제천시 송학면(4315038000)","4,594","4,594","86","171","319","231","302","737","1,334","878","463","72","1","2,459","2,459","47","99","195","150","190","390","733","451","191","13","0","2,135","2,135","39","72","124","81","112","347","601","427","272","59","1"
"충청북도 제천시 교동(4315051000)","19,686","19,686","1,383","2,289","2,075","2,101","2,950","3,858","2,907","1,391","655","75","2","9,763","9,763","740","1,144","1,107","1,126","1,421","1,900","1,459","611","230","25","0","9,923","9,923","643","1,145","968","975","1,529","1,958","1,448","780","425","50","2"
"충청북도 제천시 의림지동(4315051800)","9,555","9,555","509","978","1,294","820","1,260","1,811","1,599","809","401","67","7","4,761","4,761","285","481","727","433","604","915","759","400","141","16","0","4,794","4,794","224","497","567","387","656","896","840","409","260","51","7"
"충청북도 제천시 중앙동(4315052800)","5,179","5,179","163","316","490","376","552","872","1,086","837","435","50","2","2,579","2,579","76","157","274","229","309","460","494","375","194","11","0","2,600","2,600","87","159","216","147","243","412","592","462","241","39","2"
"충청북도 제천시 남현동(4315053700)","4,555","4,555","123","263","430","354","438","748","1,041","761","361","33","3","2,259","2,259","58","146","243","217","231","390","481","348","138","7","0","2,296","2,296","65","117","187","137","207","358","560","413","223","26","3"
"충청북도 제천시 영서동(4315054700)","9,618","9,618","585","862","788","894","1,341","1,645","1,749","1,059","605","86","4","4,796","4,796","305","455","431","481","691","867","847","475","227","15","2","4,822","4,822","280","407","357","413","650","778","902","584","378","71","2"
"충청북도 제천시 용두동(4315056000)","18,470","18,470","989","1,910","3,036","2,069","2,216","3,101","2,946","1,368","697","137","1","9,228","9,228","513","949","1,643","1,110","1,119","1,529","1,475","637","227","26","0","9,242","9,242","476","961","1,393","959","1,097","1,572","1,471","731","470","111","1"
"충청북도 제천시 신백동(4315057700)","10,292","10,292","422","934","1,071","855","1,256","2,105","1,921","1,069","577","78","4","5,157","5,157","229","459","607","474","623","1,061","1,022","469","191","22","0","5,135","5,135","193","475","464","381","633","1,044","899","600","386","56","4"
"충청북도 제천시 청전동(4315059000)","14,405","14,405","411","930","1,426","1,202","1,591","2,491","3,187","2,092","932","138","5","7,289","7,289","221","488","827","715","877","1,269","1,495","987","375","35","0","7,116","7,116","190","442","599","487","714","1,222","1,692","1,105","557","103","5"
"충청북도 제천시 화산동(4315060500)","14,371","14,371","1,123","1,428","1,229","1,596","2,242","2,359","2,220","1,293","772","107","2","7,327","7,327","605","714","708","853","1,189","1,260","1,084","599","293","22","0","7,044","7,044","518","714","521","743","1,053","1,099","1,136","694","479","85","2"
"충청북도 보은군 (4372000000)","30,256","30,256","970","1,735","1,734","1,758","2,676","4,856","7,677","4,983","3,139","719","9","15,403","15,403","513","911","1,037","993","1,465","2,696","4,087","2,448","1,088","162","3","14,853","14,853","457","824","697","765","1,211","2,160","3,590","2,535","2,051","557","6"
"충청북도 보은군 보은읍(4372025000)","14,006","14,006","710","1,146","1,059","1,060","1,591","2,468","2,914","1,813","1,014","228","3","7,023","7,023","361","601","627","573","809","1,310","1,465","872","352","53","0","6,983","6,983","349","545","432","487","782","1,158","1,449","941","662","175","3"
"충청북도 보은군 속리산면(4372031500)","1,687","1,687","22","39","80","68","98","310","516","326","200","28","0","875","875","13","19","47","45","65","181","267","158","71","9","0","812","812","9","20","33","23","33","129","249","168","129","19","0"
"충청북도 보은군 장안면(4372032500)","1,376","1,376","46","78","92","86","159","240","284","207","158","25","1","736","736","32","31","56","53","100","146","151","106","55","6","0","640","640","14","47","36","33","59","94","133","101","103","19","1"
"충청북도 보은군 마로면(4372033000)","2,052","2,052","36","72","64","76","120","256","627","433","307","60","1","1,005","1,005","17","41","37","41","73","146","326","203","106","14","1","1,047","1,047","19","31","27","35","47","110","301","230","201","46","0"
"충청북도 보은군 탄부면(4372034000)","1,540","1,540","20","33","52","51","86","216","417","344","250","70","1","780","780","13","16","35","33","53","135","230","152","94","19","0","760","760","7","17","17","18","33","81","187","192","156","51","1"
"충청북도 보은군 삼승면(4372035000)","2,150","2,150","34","79","124","144","180","290","611","366","267","54","1","1,081","1,081","16","42","70","84","109","168","328","174","75","14","1","1,069","1,069","18","37","54","60","71","122","283","192","192","40","0"
"충청북도 보은군 수한면(4372036000)","1,788","1,788","28","74","75","65","115","240","558","372","209","51","1","917","917","17","35","43","33","68","138","314","188","77","4","0","871","871","11","39","32","32","47","102","244","184","132","47","1"
"충청북도 보은군 회남면(4372037000)","715","715","11","30","11","25","34","96","236","170","82","20","0","402","402","5","19","10","12","24","55","144","90","38","5","0","313","313","6","11","1","13","10","41","92","80","44","15","0"
"충청북도 보은군 회인면(4372038500)","1,671","1,671","26","86","40","59","92","207","518","355","218","69","1","848","848","19","43","25","38","57","113","294","180","66","12","1","823","823","7","43","15","21","35","94","224","175","152","57","0"
"충청북도 보은군 내북면(4372039000)","1,586","1,586","16","48","74","53","93","256","472","290","226","58","0","810","810","6","32","49","30","50","150","263","149","71","10","0","776","776","10","16","25","23","43","106","209","141","155","48","0"
"충청북도 보은군 산외면(4372040000)","1,685","1,685","21","50","63","71","108","277","524","307","208","56","0","926","926","14","32","38","51","57","154","305","176","83","16","0","759","759","7","18","25","20","51","123","219","131","125","40","0"
"충청북도 옥천군 (4373000000)","48,340","48,340","1,673","3,483","3,384","3,158","5,172","8,358","10,928","7,289","4,023","854","18","24,493","24,493","885","1,826","1,924","1,712","2,682","4,441","5,750","3,609","1,448","214","2","23,847","23,847","788","1,657","1,460","1,446","2,490","3,917","5,178","3,680","2,575","640","16"
"충청북도 옥천군 옥천읍(4373025000)","28,589","28,589","1,379","2,876","2,663","2,380","3,924","5,303","5,028","3,209","1,547","275","5","14,334","14,334","717","1,527","1,489","1,254","1,950","2,723","2,518","1,499","597","60","0","14,255","14,255","662","1,349","1,174","1,126","1,974","2,580","2,510","1,710","950","215","5"
"충청북도 옥천군 동이면(4373031000)","3,003","3,003","52","101","120","140","199","506","927","535","336","83","4","1,550","1,550","32","47","86","88","109","275","494","272","124","22","1","1,453","1,453","20","54","34","52","90","231","433","263","212","61","3"
"충청북도 옥천군 안남면(4373032000)","1,285","1,285","29","45","32","41","60","184","410","272","167","45","0","669","669","19","22","24","22","35","100","235","144","59","9","0","616","616","10","23","8","19","25","84","175","128","108","36","0"
"충청북도 옥천군 안내면(4373033000)","1,818","1,818","25","56","62","49","119","284","491","411","259","60","2","940","940","15","25","38","30","70","170","274","222","79","17","0","878","878","10","31","24","19","49","114","217","189","180","43","2"
"충청북도 옥천군 청성면(4373034000)","2,192","2,192","24","49","50","62","108","284","723","471","336","83","2","1,119","1,119","15","24","36","34","58","165","400","254","118","14","1","1,073","1,073","9","25","14","28","50","119","323","217","218","69","1"
"충청북도 옥천군 청산면(4373035000)","2,756","2,756","28","90","85","85","158","414","789","631","400","74","2","1,362","1,362","14","41","49","50","95","236","427","310","118","22","0","1,394","1,394","14","49","36","35","63","178","362","321","282","52","2"
"충청북도 옥천군 이원면(4373036000)","3,788","3,788","64","128","162","180","261","575","1,077","780","458","102","1","1,952","1,952","31","70","89","107","166","312","594","395","156","32","0","1,836","1,836","33","58","73","73","95","263","483","385","302","70","1"
"충청북도 옥천군 군서면(4373037000)","2,063","2,063","26","52","94","88","137","305","624","425","245","67","0","1,083","1,083","19","25","49","51","84","180","343","220","91","21","0","980","980","7","27","45","37","53","125","281","205","154","46","0"
"충청북도 옥천군 군북면(4373038000)","2,846","2,846","46","86","116","133","206","503","859","555","275","65","2","1,484","1,484","23","45","64","76","115","280","465","293","106","17","0","1,362","1,362","23","41","52","57","91","223","394","262","169","48","2"
"충청북도 영동군 (4374000000)","42,796","42,796","1,315","2,724","2,864","2,528","3,868","7,401","10,276","6,895","4,217","692","16","21,578","21,578","678","1,420","1,598","1,402","2,076","4,055","5,348","3,329","1,512","159","1","21,218","21,218","637","1,304","1,266","1,126","1,792","3,346","4,928","3,566","2,705","533","15"
"충청북도 영동군 영동읍(4374025000)","18,956","18,956","921","1,803","1,849","1,537","2,349","3,501","3,414","2,182","1,233","164","3","9,417","9,417","465","939","998","814","1,170","1,843","1,725","979","442","42","0","9,539","9,539","456","864","851","723","1,179","1,658","1,689","1,203","791","122","3"
"충청북도 영동군 용산면(4374031000)","3,169","3,169","45","117","156","188","217","574","905","565","346","55","1","1,654","1,654","21","55","81","107","143","306","484","312","134","11","0","1,515","1,515","24","62","75","81","74","268","421","253","212","44","1"
"충청북도 영동군 황간면(4374032000)","3,836","3,836","87","221","174","177","302","624","1,044","737","414","52","4","1,954","1,954","52","119","107","105","163","342","555","366","136","9","0","1,882","1,882","35","102","67","72","139","282","489","371","278","43","4"
"충청북도 영동군 추풍령면(4374033500)","2,074","2,074","42","81","86","72","137","343","594","431","237","50","1","1,034","1,034","26","40","51","43","80","186","306","212","77","13","0","1,040","1,040","16","41","35","29","57","157","288","219","160","37","1"
"충청북도 영동군 매곡면(4374034000)","1,745","1,745","35","65","80","62","104","295","489","333","233","47","2","904","904","21","31","55","39","67","168","254","173","84","12","0","841","841","14","34","25","23","37","127","235","160","149","35","2"
"충청북도 영동군 상촌면(4374035000)","2,122","2,122","28","70","69","77","90","338","612","498","286","54","0","1,055","1,055","12","40","39","45","49","203","306","252","100","9","0","1,067","1,067","16","30","30","32","41","135","306","246","186","45","0"
"충청북도 영동군 양강면(4374036000)","2,882","2,882","53","122","159","148","195","496","810","503","337","58","1","1,476","1,476","24","67","104","84","109","290","425","244","113","16","0","1,406","1,406","29","55","55","64","86","206","385","259","224","42","1"
"충청북도 영동군 용화면(4374037000)","880","880","15","41","30","20","48","141","268","147","151","18","1","452","452","7","23","18","10","33","80","152","74","51","4","0","428","428","8","18","12","10","15","61","116","73","100","14","1"
"충청북도 영동군 학산면(4374038000)","2,548","2,548","35","70","83","86","130","405","806","517","338","76","2","1,297","1,297","19","38","49","54","81","241","431","241","127","16","0","1,251","1,251","16","32","34","32","49","164","375","276","211","60","2"
"충청북도 영동군 양산면(4374039000)","1,693","1,693","14","57","64","52","107","259","485","348","256","50","1","852","852","7","29","34","34","70","152","264","153","103","5","1","841","841","7","28","30","18","37","107","221","195","153","45","0"
"충청북도 영동군 심천면(4374040000)","2,891","2,891","40","77","114","109","189","425","849","634","386","68","0","1,483","1,483","24","39","62","67","111","244","446","323","145","22","0","1,408","1,408","16","38","52","42","78","181","403","311","241","46","0"
"충청북도 증평군 (4374500000)","37,084","37,084","2,296","3,410","3,708","4,567","5,260","6,312","6,113","3,366","1,746","301","5","19,344","19,344","1,185","1,773","2,172","2,584","2,868","3,345","3,124","1,603","628","61","1","17,740","17,740","1,111","1,637","1,536","1,983","2,392","2,967","2,989","1,763","1,118","240","4"
"충청북도 증평군 증평읍(4374525000)","35,423","35,423","2,266","3,350","3,634","4,480","5,155","6,014","5,668","3,045","1,546","260","5","18,460","18,460","1,168","1,740","2,124","2,529","2,802","3,174","2,878","1,430","560","54","1","16,963","16,963","1,098","1,610","1,510","1,951","2,353","2,840","2,790","1,615","986","206","4"
"충청북도 증평군 도안면(4374531000)","1,661","1,661","30","60","74","87","105","298","445","321","200","41","0","884","884","17","33","48","55","66","171","246","173","68","7","0","777","777","13","27","26","32","39","127","199","148","132","34","0"
"충청북도 진천군 (4375000000)","86,121","86,121","5,906","8,530","7,475","10,800","13,946","14,707","13,417","6,755","3,821","750","14","45,505","45,505","3,115","4,387","4,348","6,085","7,577","8,055","7,164","3,264","1,356","154","0","40,616","40,616","2,791","4,143","3,127","4,715","6,369","6,652","6,253","3,491","2,465","596","14"
"충청북도 진천군 진천읍(4375025000)","29,474","29,474","1,402","2,811","3,197","3,024","4,238","5,782","4,860","2,563","1,357","238","2","15,298","15,298","754","1,472","1,868","1,754","2,163","3,089","2,479","1,177","492","50","0","14,176","14,176","648","1,339","1,329","1,270","2,075","2,693","2,381","1,386","865","188","2"
"충청북도 진천군 덕산읍(4375025300)","31,434","31,434","3,759","4,085","2,396","5,616","6,784","4,213","2,741","1,160","562","114","4","16,610","16,610","1,977","2,075","1,323","2,990","3,697","2,312","1,446","563","202","25","0","14,824","14,824","1,782","2,010","1,073","2,626","3,087","1,901","1,295","597","360","89","4"
"충청북도 진천군 덕산읍혁신도시출장소(4375025400)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
